ID,Name,Subname,Generation,Sprite,Icon Locations,Tier,Type 1,Type 2,Ability 1,Ability 2,Hidden Ability,Special Ability,Egg Group 1,Egg Group 2,HP,ATK,DEF,SPA,SPD,SPE,BST,Size,Weight,Gender Ratio,Color,Link
507,Herdier,None,5,https://play.pokemonshowdown.com/sprites/gen5/herdier.png,-120px -1260px;,Illegal,NORMAL,None,Intimidate,Sand Rush,Scrappy,None,Field,None,65,80,65,35,65,60,370,0.9 m,14.7 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/herdier
508,Stoutland,None,5,https://play.pokemonshowdown.com/sprites/gen5/stoutland.png,-160px -1260px;,Illegal,NORMAL,None,Intimidate,Sand Rush,Scrappy,None,Field,None,85,110,90,45,90,80,500,1.2 m,61 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/stoutland
509,Purrloin,None,5,https://play.pokemonshowdown.com/sprites/gen5/purrloin.png,-200px -1260px;,LC,DARK,None,Limber,Unburden,Prankster,None,Field,None,41,50,37,50,37,66,281,0.4 m,10.1 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/purrloin
510,Liepard,None,5,https://play.pokemonshowdown.com/sprites/gen5/liepard.png,-240px -1260px;,PU,DARK,None,Limber,Unburden,Prankster,None,Field,None,64,88,50,88,50,106,446,1.1 m,37.5 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/liepard
511,Pansage,None,5,https://play.pokemonshowdown.com/sprites/gen5/pansage.png,-280px -1260px;,Illegal,GRASS,None,Gluttony,None,Overgrow,None,Field,None,50,53,48,53,48,64,316,0.6 m,10.5 kg,87.5% male  12.5% female,Green,https://dex.pokemonshowdown.com/pokemon/pansage
512,Simisage,None,5,https://play.pokemonshowdown.com/sprites/gen5/simisage.png,-320px -1260px;,Illegal,GRASS,None,Gluttony,None,Overgrow,None,Field,None,75,98,63,98,63,101,498,1.1 m,30.5 kg,87.5% male  12.5% female,Green,https://dex.pokemonshowdown.com/pokemon/simisage
513,Pansear,None,5,https://play.pokemonshowdown.com/sprites/gen5/pansear.png,-360px -1260px;,Illegal,FIRE,None,Gluttony,None,Blaze,None,Field,None,50,53,48,53,48,64,316,0.6 m,11 kg,87.5% male  12.5% female,Red,https://dex.pokemonshowdown.com/pokemon/pansear
514,Simisear,None,5,https://play.pokemonshowdown.com/sprites/gen5/simisear.png,-400px -1260px;,Illegal,FIRE,None,Gluttony,None,Blaze,None,Field,None,75,98,63,98,63,101,498,1 m,28 kg,87.5% male  12.5% female,Red,https://dex.pokemonshowdown.com/pokemon/simisear
515,Panpour,None,5,https://play.pokemonshowdown.com/sprites/gen5/panpour.png,-440px -1260px;,Illegal,WATER,None,Gluttony,None,Torrent,None,Field,None,50,53,48,53,48,64,316,0.6 m,13.5 kg,87.5% male  12.5% female,Blue,https://dex.pokemonshowdown.com/pokemon/panpour
516,Simipour,None,5,https://play.pokemonshowdown.com/sprites/gen5/simipour.png,0px -1290px;,Illegal,WATER,None,Gluttony,None,Torrent,None,Field,None,75,98,63,98,63,101,498,1 m,29 kg,87.5% male  12.5% female,Blue,https://dex.pokemonshowdown.com/pokemon/simipour
517,Munna,None,5,https://play.pokemonshowdown.com/sprites/gen5/munna.png,-40px -1290px;,LC,PSYCHIC,None,Forewarn,Synchronize,Telepathy,None,Field,None,76,25,45,67,55,24,292,0.6 m,23.3 kg,50% male  50% female,Pink,https://dex.pokemonshowdown.com/pokemon/munna
518,Musharna,None,5,https://play.pokemonshowdown.com/sprites/gen5/musharna.png,-80px -1290px;,PU,PSYCHIC,None,Forewarn,Synchronize,Telepathy,None,Field,None,116,55,85,107,95,29,487,1.1 m,60.5 kg,50% male  50% female,Pink,https://dex.pokemonshowdown.com/pokemon/musharna
519,Pidove,None,5,https://play.pokemonshowdown.com/sprites/gen5/pidove.png,-120px -1290px;,LC,NORMAL,FLYING,Big Pecks,Super Luck,Rivalry,None,Flying,None,50,55,50,36,30,43,264,0.3 m,2.1 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/pidove
520,Tranquill,None,5,https://play.pokemonshowdown.com/sprites/gen5/tranquill.png,-160px -1290px;,NFE,NORMAL,FLYING,Big Pecks,Super Luck,Rivalry,None,Flying,None,62,77,62,50,42,65,358,0.6 m,15 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/tranquill
521,Unfezant,None,5,https://play.pokemonshowdown.com/sprites/gen5/unfezant.png,-200px -1290px;,NU,NORMAL,FLYING,Big Pecks,Super Luck,Rivalry,None,Flying,None,80,115,80,65,55,93,488,1.2 m,29 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/unfezant
522,Blitzle,None,5,https://play.pokemonshowdown.com/sprites/gen5/blitzle.png,-240px -1290px;,Illegal,ELECTRIC,None,Lightning Rod,Motor Drive,Sap Sipper,None,Field,None,45,60,32,50,32,76,295,0.8 m,29.8 kg,50% male  50% female,Black,https://dex.pokemonshowdown.com/pokemon/blitzle
523,Zebstrika,None,5,https://play.pokemonshowdown.com/sprites/gen5/zebstrika.png,-280px -1290px;,Illegal,ELECTRIC,None,Lightning Rod,Motor Drive,Sap Sipper,None,Field,None,75,100,63,80,63,116,497,1.6 m,79.5 kg,50% male  50% female,Black,https://dex.pokemonshowdown.com/pokemon/zebstrika
524,Roggenrola,None,5,https://play.pokemonshowdown.com/sprites/gen5/roggenrola.png,-320px -1290px;,LC,ROCK,None,Sturdy,Weak Armor,Sand Force,None,Mineral,None,55,75,85,25,25,15,280,0.4 m,18 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/roggenrola
525,Boldore,None,5,https://play.pokemonshowdown.com/sprites/gen5/boldore.png,-360px -1290px;,NFE,ROCK,None,Sturdy,Weak Armor,Sand Force,None,Mineral,None,70,105,105,50,40,20,390,0.9 m,102 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/boldore
526,Gigalith,None,5,https://play.pokemonshowdown.com/sprites/gen5/gigalith.png,-400px -1290px;,UU,ROCK,None,Sturdy,Sand Stream,Sand Force,None,Mineral,None,85,135,130,60,80,25,515,1.7 m,260 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/gigalith
527,Woobat,None,5,https://play.pokemonshowdown.com/sprites/gen5/woobat.png,-440px -1290px;,LC,PSYCHIC,FLYING,Unaware,Klutz,Simple,None,Flying,Field,65,45,43,55,43,72,323,0.4 m,2.1 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/woobat
528,Swoobat,None,5,https://play.pokemonshowdown.com/sprites/gen5/swoobat.png,0px -1320px;,PUBL,PSYCHIC,FLYING,Unaware,Klutz,Simple,None,Flying,Field,67,57,55,77,55,114,425,0.9 m,10.5 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/swoobat
529,Drilbur,None,5,https://play.pokemonshowdown.com/sprites/gen5/drilbur.png,-40px -1320px;,LC,GROUND,None,Sand Rush,Sand Force,Mold Breaker,None,Field,None,60,85,40,30,45,68,328,0.3 m,8.5 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/drilbur
530,Excadrill,None,5,https://play.pokemonshowdown.com/sprites/gen5/excadrill.png,-80px -1320px;,OU,GROUND,STEEL,Sand Rush,Sand Force,Mold Breaker,None,Field,None,110,135,60,50,65,88,508,0.7 m,40.4 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/excadrill
531,Audino,None,5,https://play.pokemonshowdown.com/sprites/gen5/audino.png,-120px -1320px;,Illegal,NORMAL,None,Healer,Regenerator,Klutz,None,Fairy,None,103,60,86,60,86,50,445,1.1 m,31 kg,50% male  50% female,Pink,https://dex.pokemonshowdown.com/pokemon/audino
531,Audino,Mega,5,https://play.pokemonshowdown.com/sprites/gen5/audino-mega.png,0px -2880px;,Illegal,NORMAL,FAIRY,Healer,None,None,None,Fairy,None,103,60,126,80,126,50,545,1.5 m,32 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/audinomega
532,Timburr,None,5,https://play.pokemonshowdown.com/sprites/gen5/timburr.png,-160px -1320px;,LC,FIGHTING,None,Guts,Sheer Force,Iron Fist,None,Human-Like,None,75,80,55,25,35,35,305,0.6 m,12.5 kg,75% male  25% female,Gray,https://dex.pokemonshowdown.com/pokemon/timburr
533,Gurdurr,None,5,https://play.pokemonshowdown.com/sprites/gen5/gurdurr.png,-200px -1320px;,RU,FIGHTING,None,Guts,Sheer Force,Iron Fist,None,Human-Like,None,85,105,85,40,50,40,405,1.2 m,40 kg,75% male  25% female,Gray,https://dex.pokemonshowdown.com/pokemon/gurdurr
534,Conkeldurr,None,5,https://play.pokemonshowdown.com/sprites/gen5/conkeldurr.png,-240px -1320px;,OU,FIGHTING,None,Guts,Sheer Force,Iron Fist,None,Human-Like,None,105,140,95,55,65,45,505,1.4 m,87 kg,75% male  25% female,Brown,https://dex.pokemonshowdown.com/pokemon/conkeldurr
535,Tympole,None,5,https://play.pokemonshowdown.com/sprites/gen5/tympole.png,-280px -1320px;,LC,WATER,None,Swift Swim,Hydration,Water Absorb,None,Water 1,None,50,50,40,50,40,64,294,0.5 m,4.5 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/tympole
536,Palpitoad,None,5,https://play.pokemonshowdown.com/sprites/gen5/palpitoad.png,-320px -1320px;,NFE,WATER,GROUND,Swift Swim,Hydration,Water Absorb,None,Water 1,None,75,65,55,65,55,69,384,0.8 m,17 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/palpitoad
537,Seismitoad,None,5,https://play.pokemonshowdown.com/sprites/gen5/seismitoad.png,-360px -1320px;,OU,WATER,GROUND,Swift Swim,Poison Touch,Water Absorb,None,Water 1,None,105,95,75,85,75,74,509,1.5 m,62 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/seismitoad
538,Throh,None,5,https://play.pokemonshowdown.com/sprites/gen5/throh.png,-400px -1320px;,PU,FIGHTING,None,Guts,Inner Focus,Mold Breaker,None,Human-Like,None,120,100,85,30,85,45,465,1.3 m,55.5 kg,100% male,Red,https://dex.pokemonshowdown.com/pokemon/throh
539,Sawk,None,5,https://play.pokemonshowdown.com/sprites/gen5/sawk.png,-440px -1320px;,NU,FIGHTING,None,Sturdy,Inner Focus,Mold Breaker,None,Human-Like,None,75,125,75,30,75,85,465,1.4 m,51 kg,100% male,Blue,https://dex.pokemonshowdown.com/pokemon/sawk
540,Sewaddle,None,5,https://play.pokemonshowdown.com/sprites/gen5/sewaddle.png,0px -1350px;,Illegal,BUG,GRASS,Swarm,Chlorophyll,Overcoat,None,Bug,None,45,53,70,40,60,42,310,0.3 m,2.5 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/sewaddle
541,Swadloon,None,5,https://play.pokemonshowdown.com/sprites/gen5/swadloon.png,-40px -1350px;,Illegal,BUG,GRASS,Leaf Guard,Chlorophyll,Overcoat,None,Bug,None,55,63,90,50,80,42,380,0.5 m,7.3 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/swadloon
542,Leavanny,None,5,https://play.pokemonshowdown.com/sprites/gen5/leavanny.png,-80px -1350px;,Illegal,BUG,GRASS,Swarm,Chlorophyll,Overcoat,None,Bug,None,75,103,80,70,80,92,500,1.2 m,20.5 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/leavanny
543,Venipede,None,5,https://play.pokemonshowdown.com/sprites/gen5/venipede.png,-120px -1350px;,Illegal,BUG,POISON,Poison Point,Swarm,Speed Boost,None,Bug,None,30,45,59,30,39,57,260,0.4 m,5.3 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/venipede
544,Whirlipede,None,5,https://play.pokemonshowdown.com/sprites/gen5/whirlipede.png,-160px -1350px;,Illegal,BUG,POISON,Poison Point,Swarm,Speed Boost,None,Bug,None,40,55,99,40,79,47,360,1.2 m,58.5 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/whirlipede
545,Scolipede,None,5,https://play.pokemonshowdown.com/sprites/gen5/scolipede.png,-200px -1350px;,Illegal,BUG,POISON,Poison Point,Swarm,Speed Boost,None,Bug,None,60,100,89,55,69,112,485,2.5 m,200.5 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/scolipede
546,Cottonee,None,5,https://play.pokemonshowdown.com/sprites/gen5/cottonee.png,-240px -1350px;,LC,GRASS,FAIRY,Prankster,Infiltrator,Chlorophyll,None,Fairy,Grass,40,27,60,37,50,66,280,0.3 m,0.6 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/cottonee
547,Whimsicott,None,5,https://play.pokemonshowdown.com/sprites/gen5/whimsicott.png,-280px -1350px;,RU,GRASS,FAIRY,Prankster,Infiltrator,Chlorophyll,None,Fairy,Grass,60,67,85,77,75,116,480,0.7 m,6.6 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/whimsicott
548,Petilil,None,5,https://play.pokemonshowdown.com/sprites/gen5/petilil.png,-320px -1350px;,Illegal,GRASS,None,Chlorophyll,Own Tempo,Leaf Guard,None,Grass,None,45,35,50,70,50,30,280,0.5 m,6.6 kg,100% female,Green,https://dex.pokemonshowdown.com/pokemon/petilil
549,Lilligant,None,5,https://play.pokemonshowdown.com/sprites/gen5/lilligant.png,-360px -1350px;,Illegal,GRASS,None,Chlorophyll,Own Tempo,Leaf Guard,None,Grass,None,70,60,75,110,75,90,480,1.1 m,16.3 kg,100% female,Green,https://dex.pokemonshowdown.com/pokemon/lilligant
550,Basculin,None,5,https://play.pokemonshowdown.com/sprites/gen5/basculin.png,-400px -1350px;,PU,WATER,None,Reckless,Adaptability,Mold Breaker,None,Water 2,None,70,92,65,80,55,98,460,1 m,18 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/basculin
550,Basculin,Blue-Striped,5,https://play.pokemonshowdown.com/sprites/gen5/basculin-bluestriped.png,-320px -2370px;,PU,WATER,None,Rock Head,Adaptability,Mold Breaker,None,Water 2,None,70,92,65,80,55,98,460,1 m,18 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/basculinbluestriped
551,Sandile,None,5,https://play.pokemonshowdown.com/sprites/gen5/sandile.png,-440px -1350px;,Illegal,GROUND,DARK,Intimidate,Moxie,Anger Point,None,Field,None,50,72,35,35,35,65,292,0.7 m,15.2 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/sandile
552,Krokorok,None,5,https://play.pokemonshowdown.com/sprites/gen5/krokorok.png,0px -1380px;,Illegal,GROUND,DARK,Intimidate,Moxie,Anger Point,None,Field,None,60,82,45,45,45,74,351,1 m,33.4 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/krokorok
553,Krookodile,None,5,https://play.pokemonshowdown.com/sprites/gen5/krookodile.png,-40px -1380px;,Illegal,GROUND,DARK,Intimidate,Moxie,Anger Point,None,Field,None,95,117,80,65,70,92,519,1.5 m,96.3 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/krookodile
554,Darumaka,None,5,https://play.pokemonshowdown.com/sprites/gen5/darumaka.png,-80px -1380px;,LC,FIRE,None,Hustle,None,Inner Focus,None,Field,None,70,90,45,15,45,50,315,0.6 m,37.5 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/darumaka
554,Darumaka,Galar,5,https://play.pokemonshowdown.com/sprites/gen5/darumaka-galar.png,-280px -2670px;,LC,ICE,None,Hustle,None,Inner Focus,None,Field,None,70,90,45,15,45,50,315,0.7 m,40 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/darumakagalar
555,Darmanitan,None,5,https://play.pokemonshowdown.com/sprites/gen5/darmanitan.png,-120px -1380px;,UU,FIRE,None,Sheer Force,None,Zen Mode,None,Field,None,105,140,55,30,55,95,480,1.3 m,92.9 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/darmanitan
555,Darmanitan,Zen,5,https://play.pokemonshowdown.com/sprites/gen5/darmanitan-zen.png,-360px -2370px;,UU,FIRE,PSYCHIC,Zen Mode,None,None,None,Field,None,105,30,105,140,105,55,540,1.3 m,92.9 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/darmanitanzen
555,Darmanitan,Galar,5,https://play.pokemonshowdown.com/sprites/gen5/darmanitan-galar.png,-320px -2670px;,Uber,ICE,None,Gorilla Tactics,None,Zen Mode,None,Field,None,105,140,55,30,55,95,480,1.7 m,120 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/darmanitangalar
555,Darmanitan,Galar-Zen,5,https://play.pokemonshowdown.com/sprites/gen5/darmanitan-galarzen.png,-360px -2670px;,UU,ICE,FIRE,Zen Mode,None,None,None,Field,None,105,160,55,30,55,135,540,1.7 m,120 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/darmanitangalarzen
556,Maractus,None,5,https://play.pokemonshowdown.com/sprites/gen5/maractus.png,-160px -1380px;,(PU),GRASS,None,Water Absorb,Chlorophyll,Storm Drain,None,Grass,None,75,86,67,106,67,60,461,1 m,28 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/maractus
557,Dwebble,None,5,https://play.pokemonshowdown.com/sprites/gen5/dwebble.png,-200px -1380px;,LC,BUG,ROCK,Sturdy,Shell Armor,Weak Armor,None,Bug,Mineral,50,65,85,35,35,55,325,0.3 m,14.5 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/dwebble
558,Crustle,None,5,https://play.pokemonshowdown.com/sprites/gen5/crustle.png,-240px -1380px;,NU,BUG,ROCK,Sturdy,Shell Armor,Weak Armor,None,Bug,Mineral,70,105,125,65,75,45,485,1.4 m,200 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/crustle
559,Scraggy,None,5,https://play.pokemonshowdown.com/sprites/gen5/scraggy.png,-280px -1380px;,LC,DARK,FIGHTING,Shed Skin,Moxie,Intimidate,None,Field,Dragon,50,75,70,35,70,48,348,0.6 m,11.8 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/scraggy
560,Scrafty,None,5,https://play.pokemonshowdown.com/sprites/gen5/scrafty.png,-320px -1380px;,RU,DARK,FIGHTING,Shed Skin,Moxie,Intimidate,None,Field,Dragon,65,90,115,45,115,58,488,1.1 m,30 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/scrafty
561,Sigilyph,None,5,https://play.pokemonshowdown.com/sprites/gen5/sigilyph.png,-360px -1380px;,RUBL,PSYCHIC,FLYING,Wonder Skin,Magic Guard,Tinted Lens,None,Flying,None,72,58,80,103,80,97,490,1.4 m,14 kg,50% male  50% female,Black,https://dex.pokemonshowdown.com/pokemon/sigilyph
562,Yamask,None,5,https://play.pokemonshowdown.com/sprites/gen5/yamask.png,-400px -1380px;,LC,GHOST,None,Mummy,None,None,None,Mineral,Amorphous,38,30,85,55,65,30,303,0.5 m,1.5 kg,50% male  50% female,Black,https://dex.pokemonshowdown.com/pokemon/yamask
562,Yamask,Galar,5,https://play.pokemonshowdown.com/sprites/gen5/yamask-galar.png,-400px -2670px;,LC,GROUND,GHOST,Wandering Spirit,None,None,None,Mineral,Amorphous,38,55,85,30,65,30,303,0.5 m,1.5 kg,50% male  50% female,Black,https://dex.pokemonshowdown.com/pokemon/yamaskgalar
563,Cofagrigus,None,5,https://play.pokemonshowdown.com/sprites/gen5/cofagrigus.png,-440px -1380px;,NU,GHOST,None,Mummy,None,None,None,Mineral,Amorphous,58,50,145,95,105,30,483,1.7 m,76.5 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/cofagrigus
564,Tirtouga,None,5,https://play.pokemonshowdown.com/sprites/gen5/tirtouga.png,0px -1410px;,Illegal,WATER,ROCK,Solid Rock,Sturdy,Swift Swim,None,Water 1,Water 3,54,78,103,53,45,22,355,0.7 m,16.5 kg,87.5% male  12.5% female,Blue,https://dex.pokemonshowdown.com/pokemon/tirtouga
565,Carracosta,None,5,https://play.pokemonshowdown.com/sprites/gen5/carracosta.png,-40px -1410px;,Illegal,WATER,ROCK,Solid Rock,Sturdy,Swift Swim,None,Water 1,Water 3,74,108,133,83,65,32,495,1.2 m,81 kg,87.5% male  12.5% female,Blue,https://dex.pokemonshowdown.com/pokemon/carracosta
566,Archen,None,5,https://play.pokemonshowdown.com/sprites/gen5/archen.png,-80px -1410px;,Illegal,ROCK,FLYING,Defeatist,None,None,None,Flying,Water 3,55,112,45,74,45,70,401,0.5 m,9.5 kg,87.5% male  12.5% female,Yellow,https://dex.pokemonshowdown.com/pokemon/archen
567,Archeops,None,5,https://play.pokemonshowdown.com/sprites/gen5/archeops.png,-120px -1410px;,Illegal,ROCK,FLYING,Defeatist,None,None,None,Flying,Water 3,75,140,65,112,65,110,567,1.4 m,32 kg,87.5% male  12.5% female,Yellow,https://dex.pokemonshowdown.com/pokemon/archeops
568,Trubbish,None,5,https://play.pokemonshowdown.com/sprites/gen5/trubbish.png,-160px -1410px;,LC,POISON,None,Stench,Sticky Hold,Aftermath,None,Mineral,None,50,50,62,40,62,65,329,0.6 m,31 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/trubbish
569,Garbodor,None,5,https://play.pokemonshowdown.com/sprites/gen5/garbodor.png,-200px -1410px;,NU,POISON,None,Stench,Weak Armor,Aftermath,None,Mineral,None,80,95,82,60,82,75,474,1.9 m,107.3 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/garbodor
569,Garbodor,Gmax,5,https://play.pokemonshowdown.com/sprites/gen5/garbodor-gmax.png,0px -2910px;,(Uber),POISON,None,Stench,Weak Armor,Aftermath,None,Mineral,None,80,95,82,60,82,75,474,21 m,0 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/garbodorgmax
570,Zorua,None,5,https://play.pokemonshowdown.com/sprites/gen5/zorua.png,-240px -1410px;,Illegal,DARK,None,Illusion,None,None,None,Field,None,40,65,40,80,40,65,330,0.7 m,12.5 kg,87.5% male  12.5% female,Gray,https://dex.pokemonshowdown.com/pokemon/zorua
571,Zoroark,None,5,https://play.pokemonshowdown.com/sprites/gen5/zoroark.png,-280px -1410px;,Illegal,DARK,None,Illusion,None,None,None,Field,None,60,105,60,120,60,105,510,1.6 m,81.1 kg,87.5% male  12.5% female,Gray,https://dex.pokemonshowdown.com/pokemon/zoroark
572,Minccino,None,5,https://play.pokemonshowdown.com/sprites/gen5/minccino.png,-320px -1410px;,LC,NORMAL,None,Cute Charm,Technician,Skill Link,None,Field,None,55,50,40,40,40,75,300,0.4 m,5.8 kg,25% male  75% female,Gray,https://dex.pokemonshowdown.com/pokemon/minccino
573,Cinccino,None,5,https://play.pokemonshowdown.com/sprites/gen5/cinccino.png,-360px -1410px;,RU,NORMAL,None,Cute Charm,Technician,Skill Link,None,Field,None,75,95,60,65,60,115,470,0.5 m,7.5 kg,25% male  75% female,Gray,https://dex.pokemonshowdown.com/pokemon/cinccino
574,Gothita,None,5,https://play.pokemonshowdown.com/sprites/gen5/gothita.png,-400px -1410px;,LC Uber,PSYCHIC,None,Frisk,Competitive,Shadow Tag,None,Human-Like,None,45,30,50,55,65,45,290,0.4 m,5.8 kg,25% male  75% female,Purple,https://dex.pokemonshowdown.com/pokemon/gothita
575,Gothorita,None,5,https://play.pokemonshowdown.com/sprites/gen5/gothorita.png,-440px -1410px;,NFE,PSYCHIC,None,Frisk,Competitive,Shadow Tag,None,Human-Like,None,60,45,70,75,85,55,390,0.7 m,18 kg,25% male  75% female,Purple,https://dex.pokemonshowdown.com/pokemon/gothorita
576,Gothitelle,None,5,https://play.pokemonshowdown.com/sprites/gen5/gothitelle.png,0px -1440px;,(PU),PSYCHIC,None,Frisk,Competitive,Shadow Tag,None,Human-Like,None,70,55,95,95,110,65,490,1.5 m,44 kg,25% male  75% female,Purple,https://dex.pokemonshowdown.com/pokemon/gothitelle
577,Solosis,None,5,https://play.pokemonshowdown.com/sprites/gen5/solosis.png,-40px -1440px;,LC,PSYCHIC,None,Overcoat,Magic Guard,Regenerator,None,Amorphous,None,45,30,40,105,50,20,290,0.3 m,1 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/solosis
578,Duosion,None,5,https://play.pokemonshowdown.com/sprites/gen5/duosion.png,-80px -1440px;,NFE,PSYCHIC,None,Overcoat,Magic Guard,Regenerator,None,Amorphous,None,65,40,50,125,60,30,370,0.6 m,8 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/duosion
579,Reuniclus,None,5,https://play.pokemonshowdown.com/sprites/gen5/reuniclus.png,-120px -1440px;,UU,PSYCHIC,None,Overcoat,Magic Guard,Regenerator,None,Amorphous,None,110,65,75,125,85,30,490,1 m,20.1 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/reuniclus
580,Ducklett,None,5,https://play.pokemonshowdown.com/sprites/gen5/ducklett.png,-160px -1440px;,Illegal,WATER,FLYING,Keen Eye,Big Pecks,Hydration,None,Water 1,Flying,62,44,50,44,50,55,305,0.5 m,5.5 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/ducklett
581,Swanna,None,5,https://play.pokemonshowdown.com/sprites/gen5/swanna.png,-200px -1440px;,Illegal,WATER,FLYING,Keen Eye,Big Pecks,Hydration,None,Water 1,Flying,75,87,63,87,63,98,473,1.3 m,24.2 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/swanna
582,Vanillite,None,5,https://play.pokemonshowdown.com/sprites/gen5/vanillite.png,-240px -1440px;,LC,ICE,None,Ice Body,Snow Cloak,Weak Armor,None,Mineral,None,36,50,50,65,60,44,305,0.4 m,5.7 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/vanillite
583,Vanillish,None,5,https://play.pokemonshowdown.com/sprites/gen5/vanillish.png,-280px -1440px;,NFE,ICE,None,Ice Body,Snow Cloak,Weak Armor,None,Mineral,None,51,65,65,80,75,59,395,1.1 m,41 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/vanillish
584,Vanilluxe,None,5,https://play.pokemonshowdown.com/sprites/gen5/vanilluxe.png,-320px -1440px;,RU,ICE,None,Ice Body,Snow Warning,Weak Armor,None,Mineral,None,71,95,85,110,95,79,535,1.3 m,57.5 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/vanilluxe
585,Deerling,None,5,https://play.pokemonshowdown.com/sprites/gen5/deerling.png,-360px -1440px;,Illegal,NORMAL,GRASS,Chlorophyll,Sap Sipper,Serene Grace,None,Field,None,60,60,50,40,50,75,335,0.6 m,19.5 kg,50% male  50% female,Pink,https://dex.pokemonshowdown.com/pokemon/deerling
586,Sawsbuck,None,5,https://play.pokemonshowdown.com/sprites/gen5/sawsbuck.png,-400px -1440px;,Illegal,NORMAL,GRASS,Chlorophyll,Sap Sipper,Serene Grace,None,Field,None,80,100,70,60,70,95,475,1.9 m,92.5 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/sawsbuck
587,Emolga,None,5,https://play.pokemonshowdown.com/sprites/gen5/emolga.png,-440px -1440px;,Illegal,ELECTRIC,FLYING,Static,None,Motor Drive,None,Field,None,55,75,60,75,60,103,428,0.4 m,5 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/emolga
588,Karrablast,None,5,https://play.pokemonshowdown.com/sprites/gen5/karrablast.png,0px -1470px;,LC,BUG,None,Swarm,Shed Skin,No Guard,None,Bug,None,50,75,45,40,45,60,315,0.5 m,5.9 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/karrablast
